Title,Body,Tags
keep p dialog open validation error occur submit,minimal example dialog p dialog headert dialog widgetvartestdialog h form p inputtext value mbean somevalue p commandbutton valuesave onsuccesstestdialog hide actionlistener mbean savemethod h form p dialog want able mbean savemethod somehow prevent dialog close problem output message growl case validator not help no way tell somevalue valid save submit back end server currently use visible attribute point boolean field mbean work make user interface slow pop dialog require hit server," ajax, validation, jsf, primefaces, dialog"
route read write transaction primary read_only transaction replica use spring hibernate,application use hibernate jpa spring jersey application context set datum source define entity manager factory set transaction manager entity manger factory various service method annotate transactional annotation also tx annotation drive definition wire transaction manager need setup work great able read write fine would like move db setup master multiple slave mysql want method annotate transactional use data source point master db server use connection pool slave try create two different datasource two different entity manager factory two different persistent unit ugly say least try mysql proxy problem need connection pooling handle servlet container already could implement something tomcat read transaction direct right database server way could get method annotate transactional annotation use particular datasource," hibernate, spring, tomcat, jpa, entitymanager"
core concept git github fork branch git compare svn,use github sometime get bit confused key concept behind git background vcs start source safe transition svn tfs think stuck old way thinking cvs system like svn tfs consider server side client side git understand not clear distinction technical sense fork mean type branch wat branch mean git svn also look good visualization core concept git not find one work," git, svn, github, branch, fork"
hash table runtime complexity insert search delete,keep see different runtime complexity function hash table wiki search delete n think point hash table constant lookup point search n course note ago see wide range complexity depend certain detail include one would implementation use get use standard hash table language like c java expect time complexity," algorithm, data-structures, hash, time-complexity, hashtable"
I store retrieve credential windows vault credential manager,want securely store plaintext password windows pc currently use dpapi cryptprotectdata encrypt store encrypted blob file user local appdata windows windows vault credential manager control panel\user account family safety\credential manager store logon datum variety logon type include generic credential surface look like right place program store credential however not able find api read authentication function reference msdn frankly got lose api windows vault store retrieve credential program yes find documentation," security, winapi, authentication, credentials, dpapi"
browser apis restrict cross domain request,xmlhttprequest require cor work cross domain similarly web font webgl texture thing general new api seem restriction easy circumvent take simple server side proxy word server side code not prohibit cross domain request client side code give security anyone inconsistent not xmlhttprequest script src link rel img src iframe restrict xhr etc even accomplish," security, http, xmlhttprequest, cross-domain, cors"
git cherry pick say cd merge no option give,make change master branch want bring upstream cherry pick follow commit however get stuck fdf git say git cherry pick fdf fatal commit fdffbbebbeadbfcd merge no option give git try tell cherry pick right thing use master branch include change file modify upstream branch sure merge conflict not bad straighten know change need commit want bring upstream edcff add comment eda move static string cca incorporate test bd whoop delete whitspace fa implement global c c clean bfe clean version c fdf merge branch master sshextgit git sessions_common caa clean comment sessions c," git, merge, rebase, cherry-pick, git-cherry-pick"
git list git branch sort show date,list git branch show sort last commit date find k ` git branch se s^ ` echo e ` git log pretty formatcgreenci cbluecrcreset k ` \\tk sort r would expect plain git feature also find git show branch date order output something different," git, list, sorting, date, branch"
change hue texture glsl,way efficiently change hue opengl texture use glsl fragment shader someone code update code result user suggestion uniform samplerdrect texture const mat rgbyiq mat const mat yiqrgb mat uniform float hue void main vec ycolor rgbyiq texturedrect texture gl_texcoord[ ] st rgb float originalhue atan ycolor b ycolor g float finalhue originalhue hue float chroma sqrt ycolor bycolor bycolor gycolor g vec yfinalcolor vec ycolor r chroma cos finalhue chroma sin finalhue gl_fragcolor vec yiqrgbyfinalcolor result compare reference try switch q inside atan result wrong even around get hint need comparison original unmodified image," opengl, filter, glsl, hsv, hue"
let lambda expression,rewrite linq query entity lambda expression want use let keyword equivalent lambda expression var result store store let averageprice store sales average price averageprice averageprice similar question like comment question suggest select store new averageprice store sales average price store calculate averageprice item query style mention let expression prevent calculate average many time," linq, entity-framework, c#-4.0, lambda, let"
big complexity sum series n number,always think complexity n n sum two n n matrix would n^ today read textbook formula sum first n integer n n thus n^ n thus n^ miss," performance, algorithm, optimization, complexity-theory, big-o"
dijkstra algorithm use decrease key,dijkstras algorithm teach follow pqueue not empty distance node pqueue delete_min node visit continue else mark node visit node target break neighbor node pqueue insert distance distance_to_neighbor neighbor reading regard algorithm lot version see use decrease key oppose insert difference two approach," algorithm, data-structures, priority-queue, graph-algorithm, dijkstra"
rounded form system shadow,try setwindowrgn could not top corner round window shadow like picture," forms, delphi, shadow, rounding, region"
opencv homography transform point code,work homography calculate opencv currently use homography transform point use function function perform task require however no clue actually work anyone explain line line exactly logic theory behind last line code understand transform point x unclear work z px py calculate way element h correspond comment greatly appreciate double h[ ] homography cvmat cv_f h cvmat ps cvmat max_calib_pointscv_fc points cvmat ps cvmat max_calib_pointscv_fc points cvfindhomography ps ps homography part not fully understand double x double double z h[ ] x h[ ] h[ ] px int h[ ] x h[ ] h[ ] z py int h[ ] x h[ ] h[ ] z," opencv, matrix, transform, perspective, homography"
redirect site host github,github repository mine httpsgithub comnkcasperjs gh page branch hold project documentation basically project website httpsgithub comnkcasperjstreeghpage branch setup documentation site httpnk github comcasperjs hurray meanwhile bough casperjs org domain get website available put cname file recommend docs httpsgithub comnkcasperjsblobghpagescname example operation suppose create redirect www example com charlie github com example com website point httpcasperjs org no redirect httpnk github comcasperjs old site url new domain name idea setup redirect even possible bug open issue," redirect, github, hosting, jekyll, github-pages"
not possible use cname redirect https,google storage documentation page state use cname redirect http not https not see reason anyone explain," http, redirect, https, dns, cname"
git say warning permanently add list know host,every time use git interact remote pull push show follow message warning permanently add rsa list know host prevent annoying message display annoyanceeverythe function properly," git, shell, command-line, ssh, terminal"
copy struct contain pointer cuda device,work project need cuda device make computation struct contain pointer typedef struct structa int arr structa allocate memory struct copy device copy struct not content pointer right work around allocate pointer first set host struct use new pointer reside gpu follow code sample describe approach use struct define n int main int h_arr[ n ] structa h_a structa malloc sizeof structa structa d_a int d_arr allocate device struct cudamalloc void d_a sizeof structa allocate device pointer cudamalloc void d_arr sizeof int n copy pointer content host device cudamemcpy d_arr h_arr sizeof int n cudamemcpyhosttodevice point device pointer host struct h_aarr d_arr copy struct host device cudamemcpy d_a h_a sizeof structa cudamemcpyhosttodevice call kernel kerneln d_a copy struct device host cudamemcpy h_a d_a sizeof structa cudamemcpydevicetohost copy pointer device host cudamemcpy h_arr d_arr sizeof int n cudamemcpydevicetohost point host pointer host struct h_aarr h_arr question way seem like awful lot work remind simple struct struct contain lot pointer struct pointer code allocation copy quite extensive confusing," pointers, struct, cuda, device, host"
bitmap performance optimization pattern,find several pattern optimize bitmap handle wpf not however understand use pattern think common problem summarize understand guess ask help add pattern explain differ explain use cpu gpu teach use combine tremendous help context image grid scenario application display many bitmap image image display screen row column grid like organization not necessarily grid uniformgrid class think window medium player album view image might move different grid cell image arbitrary cell may replace image clickable provide context menu selectable drag able etc word combine little bugger one big bitmap not applicable least not naively pattern hack combine little bugger bitmap draw context use background overlay image empty content handle hit context menu event etc advantage speak two bitmap currently display one one replace really fast however year experience raise red flag danger comment pattern reduce image size no brainer know advance image size resize prepared lose detail color performance reduce bitmap size use bitmapimage decodepixelwidth reduce color information use formatconvertedbitmap destinationformat set control scale behavior set image stretch stretch none set setbitmapscalingmode image lowquality freeze bugger see code pattern background pre fetch pattern applicable think take advantage user gaze image screen prepare ahead next image display con project addition memory overhead support net framework target not client profile might incur installation client suffer async programming pain pattern create exactly required number image control bitmap need add move delete modify image control bitmapsource backgroundworker task responsible pre fetch bitmapsource possibly use reduce image size pattern insert memorycache work set bitmapimage cacheoption onload work loaded background worker pattern draw context suggest sheldon ziao microsoft support msdn wpf forum see page chapter graphic adam nathans wpf unleash description drawingcontext not say understand accord answer would assume would improve handling geometry drawing not bitmap next not think support focus event requirement image bad not explain requirement well forum moreover worry book summary sentence note use drawingcontext not change fact operate within retain mode system specified drawing not happen immediately command persist wpf need mean even handler not take advantage parallelism background pre fetch pattern writeable bitmap msdn documentation describe dual buffer system ui thread update buffer wpfs render thread move video memory intended usage see bitmap change lot video movie like display not sure possible could hack combine background pre fetch pattern use grid scenario pattern cache bitmap not much info msdn wpf forum archive explain bitmapcache api design cache content render hardware video memory mean stay resident gpu save cost render content draw screen seem like great idea not sure however pitfall use pattern rendertargetbitmap rendertargetbitmap convert visual bitmap not sure relevant see edit regard paul hoenecke question write application display many bitmap iage fail mention need display image concurrently one read performance issue involve question wpf bitmap performance make display image wpf snappy modify description pattern highlight concept image control not create delete unless want display large small grid source set different new null bitmapsource edit question post wpf support forum answer ms personnel," wpf, performance, optimization, bitmap, design-patterns"
jpa criteriabuilder use comparison operator,please help convert follow code use operator criterion builder need filter use list array username use also try search use jpa criteriabuilder method not find good result would really appreciate also give reference url topic thank code userslist list user need put inside operator criteriabuilder builder getjpatemplate getentitymanagerfactory getcriteriabuilder criteriaquery schedulerequ criterion builder createquery schedulerequest class root schedulerequ schedulerequ criteria schedulerequest class criterion criteria select schedulerequ list predicate param new arraylist predicate list parameterexpression string usersidsparamlist new arraylist parameterexpression string int userslist size parameterexpression string usersidsparam builder parameter string class params add builder equal schedulerequest get createdby usersidsparam usersidsparamlist add usersidsparam criterion criteria params toarray new predicate[ ] typedquery schedulerequ query getjpatemplate getentitymanagerfactory createentitymanager createquery criteria int userslist size query setparameter usersidsparamlist get userslist get getusername list schedulerequ schedulerequestlist query getresultlist internal query string convert not get record create two user use select generatedalias schedulerequ generatedalias generatedalias createdbyparam generatedalias createdbyparam order generatedalias trackingid asc," hibernate, jpa, orm, jpa-2.0, criteria-api"
create password input field django,hi use django model class field password field instead display regular plain text want display password input create model class like class userform modelform class meta password forms charfield widget forms passwordinput model user widget password forms passwordinput get follow error nameerror name form not define use django version follow link django password problem still get error get wrong please help," django, django-models, django-forms, django-templates, django-views"
configure jenkin run port,run ubuntu run sudo apt get install jenkin install jenkin system see tutorial setup reverse proxy apache nginx etc however vm dedicated jenkin would like keep lean possible jenkin run port find upstart config etc init jenkins conf modify port env http_port start jenkin via service jenkin start ps reveal run second terminate jenkin run jenkin user privileged port fix idea welcome upstart config description jenkin jenkin continuous integration server author james page james pageubuntu com start local filesystem net device iface lo stop runlevel [ ] env userjenkin env groupjenkin env jenkins_logvar log jenkin env jenkins_rootusr share jenkin env jenkins_homevar lib jenkins env jenkins_runvar run jenkin env http_port env ajp_port env java_opts env java_homeusr lib jvm default java limit nofile pre start script test f jenkins_root jenkins war stop exit jenkins_root bin maintain plugins sh mkdir jenkins_run dev null true chown r usergroup jenkins_run true end script script jenkins_argswebrootjenkins_run war httpporthttp_port ajpportajp_port exec daemon name jenkin inherit outputjenkins_log jenkins log useruser \ java_home bin java java_opt jar jenkins_root jenkins war jenkins_args \ preferredclassloader java net urlclassloader end script," ubuntu, continuous-integration, hudson, jenkins, upstart"
benefit maven failsafe plugin,read maven failsafe plugin design specifically run integration test currently work multi module project integration test separate module write testng run use surefire plugin not conflict unit test since integration test run test phase module set environment test clean test run beforesuite aftersuite testng annotation use no need make use pre integration test phase integration test phase post integration test phase utilize failsafe plugin benefit miss not use failsafe plugin well way current requirement use failsafe plugin server startup shut file unzipping etc pre integration test post integration test phase without write maven plugin," maven, integration-testing, testng, maven-surefire-plugin, maven-failsafe-plugin"
way get ip address youtube block windows firewall,want programme anti distraction tool not not want use host third party app use ipsec window firewall accept ip adresse youtube [ tld ] www youtube [ tld ] subdomains youtube [ tld ] appearantly no way anymore get complete list youtube sub domain someone think way somehow obtain youtube ip address block ip level use brute force subdomain pinging," youtube, ip, firewall, blocking, windows-firewall"
quickly check set superset store set,problem give n array c boolean want organize datastructure allow follow operation fast possible give new array return true array superset store array superset mean superset b a[ ] true every b[ ] true b[ ] false a[ ] anything term set instead array store n set c possible element datastructure quickly look give set superset store set build datastructure take long possible lookup efficient possible datastructure not take much space context think interesting problem thing really try solve assume follow n c store array sparse look array random not sparse come far nc lookup iterate array slow though c lookup long description amit point comment basically bdd great lookup speed exponential number node n c large take much space hope nc c solution maybe log n c solution not require exponential amount space edit new idea come sqrt n c lookup store array prefix trie look array go appropriate subtree a[ ] visit subtree a[ ] intuition tell make average complexity lookup sqrt n c assume store array random not array sparse intuition not prove try new idea bdd method see work well meantime not problem occur often not name not previous research really feel like reinvent wheel," algorithm, data-structures, set, complexity-theory, time-complexity"
variant polymorphic variant,notice among ocaml programmer know always use polymorphic variant variant not declare prefix backquote one never use polymorphic variant prefer variant declare type except performance reason polymorphic variant currently compile less efficiently simple variant expert ocaml developer choose," types, programming-languages, functional-programming, ocaml, ml"
ssl_ctx_use_privatekey_file problem get password error indicate nginx error log,try set ssl nginx not work get follow error error log getting pass openssl library nginx compile not know library version nginx instal use apt get ubuntu linux [ emerg ] ssl_ctx_use_privatekey_file exequias cert exequias com key fail ssl errord pem routine pem_def_callback problem get password error pem routine pem_do_header bad password read errorb ssl routine ssl_ctx_use_privatekey_file pem lib ensure file permission private key file not stop nginx read rsa private key generate openssl rsa idea might cause," ssl, https, nginx, openssl, private-key"
possible use mutex multiprocesse case linux unix,interview question possible use mutex multiprocesse case linux unix idea no different process separate memory space mutex use multithreade semaphore use multiprocesse synchronization right comment welcome thank," multithreading, synchronization, mutex, multiprocessing, semaphore"
not launch git gui use cygwin window,use launch git gui within cygwin console without problem since update cygwin get follow error message git gui application initialization fail no display name no display environment variable error startup script invalid command name tk_messagebox execute tk_messagebox icon error type ok title git gui fatal error message err invoke within [ catch package require tcl err ] [ catch package require tk err ] catch wm withdraw tk_messagebox \ icon error \ typ file usr lib git core git gui line solve," git, cygwin, tcl, x11, tk"
count row specific condition aggregate query,query get number playersession reconnect true group player country select country count with_reconnect playersession leave join player p p id player_id reconnect true group country would like modify show not reconnecte session count also total count something like select country count total count reconnect true with_reconnect playersession leave join player p p id player_id group country possible proper syntax," mysql, sql, count, subquery, aggregate-functions"
use f viewaction prerenderview versus postconstruct,one use f viewaction prerenderview event initialize datum page versus use postconstruct annotation rationale use one base type scope backing bean e g backing bean requestscope would choice use f viewaction prerenderview postconstruct initialize backing bean prior render view irrelevant two would result effect f viewaction prerenderview f metadata f viewaction action mybean initialize f metadata f metadata f event typeprerenderview listener mybean initialize f metadata postconstruct public class mybean postconstruct public void initialize," jsf, jsf-2, postconstruct, prerenderview, viewaction"
add color github readme md file,readme md file project underscore cli want document color flag currently way screenshot store project repository screenshot not text prevent reader copy paste command screenshot also pain create edit maintain slow browser load modern web use text style not bunch render image text markdown parser support inline html styling github not not work span stylecolor green green text span not work font colorgreen green text font," github, colors, markdown, github-pages, readme"
number array cluster,let say array like [ ] convenient way partition array something like [ [ ] [ ] [ ] ] look similar question yet people suggest use k means cluster point like scipy quite confusing use beginner like also think k mean suitable two dimensional clustering right way partition array n number many partition clustering depend number people also suggest rigid range partitioning not always render result expect," arrays, cluster-analysis, data-mining, dimension, partition-problem"
csrf attack double submit cookie,quote httpwww codinghorror comblogpreventingcsrfandxsrfattacks html user visit site site generate cryptographically strong pseudorandom value set cookie user machine site require every form submission include pseudorandom value form value also cookie value post request send site request consider valid form value cookie value attacker submit form behalf user modify value form attacker not read datum send server modify cookie value per origin policy mean attacker send value want form unable modify read value store cookie since cookie value form value must attacker unable successfully submit form unless able guess pseudorandom value method prevent csrf attack compare psuedorandom value cookie form however value need return form also assume form cookie encrypted value return server server validate decrypt value even value return cookie server decrypt verify request purpose return encrypted value form serve," security, authentication, cookies, authorization, csrf"
subtitle avplayer mpmovieplayercontroller,use mu video format stream video need display subtitle search apple documentation find achieve use closedcaptiondisplayenable property avplayer interested know format subtitle srt format also achieve use mpmovieplayercontroller help appreciate," mpmovieplayercontroller, avfoundation, avplayer, subtitle, transport-stream"
apache map single subdomain folder,var www number site goodsite badsite uglysite right access mydomain comgoodsite etc want one site particuar uglysite access uglysite mydomain com remain try sort way fiddle htaccess var www note mod rewrite enable mod vhost alias enable rewriteengine rewritecond http_host ^uglysite\ mydomain\ com [ nc ] rewritecond request_uri ^uglysite rewriterule ^ uglysite [ l ] end happen mydomain com uglysite mydomain com always map thing e index var www try add new virtual host surprised find uglysite mydomain com map correctly mydomain com also map directly uglysite well virtualhost uglysite mydomain com servername uglysite mydomain com serveradmin wwwlocalhost documentroot var www accessfilename htaccess directory var www uglysite order allow deny allow allowoverride directory virtualhost add site enabled default file get uglysite mydomain com work properly mydomain com map thing straightforward way intend thank advance," apache, .htaccess, mod-rewrite, subdomain, virtualhost"
atomic update select postgre,build queuing mechanism sort row datum need processing status flag use update return clause manage update stuff set compute work select stuff compute null limit return nested select part lock update race condition inner select need select update," multithreading, postgresql, concurrency, race-condition, transaction-isolation"
always good idea store time utc case store local time well,generally good practice store time utc mention suppose occur event let say end time always local time let say regardless whether daylight saving time zone also requirement not change time manually dst turn particular time zone also requirement whenever end time ask system api e getendtimebyevent always send end time utc format approach decide store utc store database table event utcendtime abc mno pqr first event abc end time utc convert display utc local time july result local time convert oct date dst time zone result pm not correct end time one possible way could think store dst time additional column use time timezone dst approach however store local time example event abc always date no conversion utc local time event localendtime abc mno pqr application layer convert local time utc time send system api getendtimebyevent still good idea store time utc case yes get constant local time related question ever good reason store time not utc," date, time, timezone, utc, dst"
good practice test different layer django,not new testing get really confused mess recommendation test different layer django recommend right avoid doctest model not maintainable say not use fixture less flexible helper function instance also two group people fight use mock object first group believe use mock isolate rest system another group prefer stop mock start testing mention mostly regard testing model functional testing another story use test client vs webt vs etc maintainable extandible proper way test different layer update aware carl meyer talk pycon," django, testing, tdd, automated-tests, django-testing"
h conversion ffmpeg rtp stream,environment ip camera capable streaming datum rtp h encode format raw stream record ethernet datum work goal end want mp file play common medium player like vlc windows mp far take raw stream datum parse since datum transmit via rtp need take care nal byte sps pps write raw file first determine type frame receive ethernet parse first two byte every rtp payload get nal unit bit fragment type bit start reserved end bit payload arrange like byte [ nal unit bit fragment type bit ] byte [ start bit reserve bit end bit nal unit bit ] determine start end video frame start bit end bit type payload fragment type bit nal unit byte fragment type necessary case fragment type sps fragment type pps fragment type video fragment nal byte create put nal unit bit byte together depend fragmentation type follow sps pps write nal prefix x x x sps pps datum fragmentation start bit write nal prefix write nal unit byte write remain raw datum fragmentation without start bit write raw datum mean raw file look something like [ nal prefix ] [ sps ] [ nal prefix ] [ pps ] [ nal prefix ] [ nal unit byte ] [ raw video data ] [ raw video data ] [ nal prefix ] [ nal unit byte ] [ raw video datum ] every pps sps find stream datum write nal prefix x x x sps pps not play datum medium player lead convert file since want avoid work much codec go use exist application ffmpeg call parameter ffmpeg exe f h rawinputfile vcodec copy r outputfilename mp f h tell ffmpeg h code stream vcodec copy quote manpage force video codec codec use copy special value tell raw codec datum must copy r set framerate fps call ffmpeg parameter get mp file play vlc windows mp actually work file look bit different raw file lead question actually problem not not work want need know actually call ffmpeg raw h file could not play use ffmpeg play follow difference original raw file write one write ffmpeg header ffmpeg file like x byte header footer ffmpeg file also footer change prefix new byte new video frame raw file start like [ nal prefix ] [ nal unit byte ] [ raw video datum ] new file look like [ x x ] [ random bytes ] [ nal unit byte ] [ raw video data ] [ x x[ random bytes ] [ nal unit byte ] [ raw video datum ] understand video stream need container format correct wrong assume new header footer responsible change actually byte raw datum not decode since stream get decode player not ffmpeg see not need new solution problem far explanation explain ffmpeg actually change byte within video datum," video, stream, ffmpeg, h.264, rtp"
multiple git repository eclipse project one git repository,process move git svn svn multiple eclipse project single svn repository convenient browse project go move one git repository per eclipse project egit suggest otherwise guide egit suggest put multiple project single git repository look similar question suggest one project per repository approach good practice people implement," eclipse, git, repository, repository-pattern, egit"
get pid process give process name mac os x,write script monitor cpu mem give process need send name process monitor commandline argument example monitorscript pname need get pid process script use ps p pid inside get pid process give process name understand might multiple process name want get first process list," macos, bash, shell, process, pid"
need come pipe myfile redirect file,combine stderr stdout need come pipe myfile redirect file redirect stderr stdout file output echo myfile redirect stderr stdout pipe echo less assumption could echo less would work not not," bash, shell, pipe, stdout, pipeline"
foreman use different procfile development production,homemade sinatra application intend use heroku host use foreman shotgun development following procfile web shotgun config ru thin p port e rack_env work great development production thing not want use shotgun production since slow use separate procfile configuration dev prod," heroku, sinatra, rack, foreman, shotgun"
product call minterm sum call maxterm,reason mean sum minterm look term output not get call minterm not maxterm well big reason behind not know accept without ask," boolean, logic, boolean-logic, boolean-expression, boolean-operations"
permission deny hdfs,new hadoop distribute file system complete installation hadoop single node machine go upload datum hdfs give error message permission deny message terminal command hduserubuntuusr local hadoop hadoop fs put usr local input data input put usr local input data permission deny hduserubuntuusr local hadoop use sudo add hduser sudouser hduserubuntuusr local hadoop sudo bin hadoop fs put usr local input data inwe put org apache hadoop security accesscontrolexception permission deny user root access write inodehduser supergroup rwxr xr x hduserubuntuusr local hadoop," shell, security, hadoop, permissions, hdfs"
mysql amazon rds error not super privilege,attempt copy mysql database amazon ec rd successfully mysqldump database root folder use rootip xx xx xx xx mysqldump my_database u my_username p my_database sql try transfer sql file new rds database rootip xx xx xx xx mysql my_database u my_username p h my_new_database xxxxxxxxx useast rds amazonaws com my_database sql unfortunately get follow error message not super privilege binary logging enable might want use less safe log_bin_trust_function_creator variable try grant super variety way get error try type mysql flush privilege not work either mysql beginner sorry easy question thought," mysql, amazon-ec2, amazon-web-services, amazon-rds, sql-grant"
bag word train test opencv matlab,implement bag word opencv use sift feature order make classification specific dataset far apple cluster descriptor generate vocabulary know train svm question really confused major problem concept behind implementation question extract feature create vocabulary shall extract feature object let say objects put one file make one vocabulary file word separate later classification implement svm know function use opencv work matlab mean implementation svm training code available guide work see code use andrea vedaldi work one class time another issue not show create mat file use exercise implementation could find not use svm guide point thank," matlab, opencv, image-processing, matlab-cvst, object-recognition"
haskell scala clojure choose high performance pattern matching concurrency,start work fp recently read lot blog post advantage fp concurrent execution performance need fp largely influence application develop application state base data injector another subsystem timing crucial close million transaction per sec couple subsystem need test seriously consider use fp parallelism want take correct approach many post talk disadvantage advantage scala haskell clojure wrt language construct library jvm support language point view ok learn language long help achieve result certain post favor haskell pattern matching simplicity language jvm base fp lang big advantage respect use exist java library janestreet big ocaml supporter really not sure developer support help forum ocaml anybody work handle large datum please share experience," scala, haskell, clojure, programming-languages, ocaml"
extract hog feature use opencv,try extract feature use opencvs hog api however not seem find api allow try extract feature use hog dataset set number positive negative image train svm peek hog cpp opencv not help code bury within complexity need cater different hardware e g intel ipp question api opencv use extract feature descriptor feed svm use train svm not exist library could accomplish thing far actually port exist library httphogprocessing altervista org processing java c still slow detection take around least second anyone else successfully extract hog feature go around open source code could use thank advance," opencv, computer-vision, feature-detection, object-recognition, feature-extraction"
push git change share network drive,team four people use git specifically github window push local change share network drive right without git copy file network drive local machine edit file upload share network drive painstaking process lead lot error seem like something git could help simply install git share drive go," git, networking, push, shared, drive"
couchdb dump file load file,not replicate two couchdb server would like dump file one server load file server use statement dump work fine curl x get httplocalhostdatabase_name_all_docsinclude_doc true file txt use statement load curl file txt h content type application json x post httplocalhostdatabase_name_bulk_docs fail like curl could not resolve host application host not find errorbad_content_typereasoncontent type must application json idea," load, couchdb, backup, dump, database-backups"
configure log hibernate use slfj,hibernate x use slfj log hibernate x use jboss logging write standalone application use hibernate slfj log configure hibernate log slfj not possible configure hibernate log hibernate manual section log start warning completely date hibernate use jboss logging start get document migrate content developer guide go talk slfj useless neither getting start guide developer guide talk log migration guide look documentation jboss log not able find github page silent jbosss community project page not even list jboss logging wonder th project bug tracker might issue relate provide documentation not good news use hibernate inside application server jboss log largely take care configure standalone application," hibernate, logging, slf4j, hibernate-4.x, jboss-logging"
use ffmpeg stream continuously video file rtmp server,ffmpeg handle rtmp streaming input output work well want stream video dynamic playlist manage python script rtmp server currently something quite simple stream video one one ffmpeg rtmp server however cause connection break every time video end stream ready go next video begin would like stream video without connection break continuously stream could correctly view use command stream video one one server ffmpeg myvideo mp vcodec libx b v k r x \ filter v yadif ab k ac ar f flv \ rtmpmystreamingserver app streamname look workaround internet many day find people talk use name pipe input ffmpeg try not work well since ffmpeg not close rtmp stream new video come also close way stream dynamic playlist video ffmpeg rtmp server without connection break," ffmpeg, streaming, pipe, named-pipes, rtmp"
git fetch checkout without create remote branch locally,use case repo github someone fork add new feature initiate pull request not automatically merge minor problem would like fix first one time activity never need remote repository not want create local remote branch basically would like copy file remote repository rewrite without git relate information see difference current head fix something commit git checkout gitgithub comxxxxxx git not work fail error git fetch gitgithub comxxxxxx git work not update anything," git, merge, git-checkout, pull, git-fetch"
database design user setting,follow option consider good practice design table use store user setting option user_setting id code example email_limitmax value example userid option create new table setting example notification setting would require create user_alert_settings id userid emailadde e true emailremove passwordchange user_email_settings id userid emaillimitmax option user name configxml," mysql, sql-server, database, database-design, relational-database"
use templating I declare,make lot progress convert jsf application book markable page wonder right way one question good practice location f metadata tag typical facelet client page look like ui composition template pattern xhtml ui define namecontent f metadata f viewparam nameuserid value bean userid f viewparam namestartrecord value bean startrecord f viewparam namepagesize value bean pagesize f viewparam namesort value bean sort f metadata h datum tableh etc f metadata child f viewparam tag encounter body page pattern xhtml template also section name header could put tag header section put make difference set side effect not see yet," jsf, metadata, facelets, composition, templating"
good open source alternative kannel sms gateway,need setup open source sm gateway send message use mobile phone via usb cable try kannel lack gui frustrate user intend admin not advanced user," mobile, sms, gateway, wap, kannel"
well way restart reload gunicorn via upstart git pull django project,look something well sudo restart projectname every time issue git pull origin master pull late change django project restart command believe relate upstart use start top gunicorn server process restart cause brief outage user hit web server nginx get gunicorn still restart fact seem restart instantly take second page load idea make seamless ideally would like issue git pull gunicorn reload automatically," django, nginx, reload, gunicorn, upstart"
multi core cpus share mmu page table,single core computer one thread execute time context switch scheduler check new thread schedule process previous one nothing need regard mmu page table case page table need update new process page table wonder thing happen multi core computer guess dedicated mmu core two thread process run simultaneously core core mmu simply refer page table true point good reference subject," multithreading, operating-system, hardware, multicore, mmu"
use mod_header mod_expire cache,want cache image file site make sure mod_header mod_expire usr sbin httpd l edit htaccess expiresactive expiresdefault set cache medium file year forever filesmatch \ flv ico pdf avi mov ppt doc mp wmv wav expiresdefault header append cache control public filesmatch set cache medium file week filesmatch \ gif jpg jpeg png swf expiresdefault header append cache control public filesmatch set hour cache commonly update file filesmatch \ xml txt html js css expiresdefault header append cache control proxy revalidate filesmatch force no cache dynamic file filesmatch \ php htm expiresactive header set cache control private no cache no store proxy revalidate no transform header set pragma no cache filesmatch file shtml order allow deny allow files browse site every time image reload take much time anything else," apache, .htaccess, caching, mod-expires, mod-headers"
mysql rollback transaction lose disconnected connection,need make mysql server rollback transaction immediately client disconnect client work concurrently problem reproduce like use innodb table type client start transaction select max id tblone update disconnect connection server client b start transaction select max id tblone update lock wait time occur set mysql server option like innodb_rollback_on_timeout use mysqls client mysql skip reconnect client try use one server two client network disconnect network physically unplug cable select update line need make client able use tblone transaction lock update immediately happen think server rollback transaction client client disconnect," mysql, transactions, timeout, rollback, disconnect"
nasm pure assembly masm high level assembly,learn assembly motivation able reverse engineer try find assembler begin find tutorial start write assembly come know masm lot build construct use mostly instead code choose nasm question true assembler suggest learn assembly reverse engineer perspective good tutorial also suggestion regard reverse alternative approach something p read many article question still confused," assembly, x86, reverse-engineering, nasm, masm"
pinter api documentation,update aug pinter provide httpsdev pinterest com official unofficial documentation v pinter api thing know json api version httpsapi pinterest comv give json response people program mobile app beta dev pintr authentication question php wrapper v update v github kellan method upload pin repin board activity popular read kellans code good information could find info kellans work response pinter team private unofficial facebook pinter dev group star behind pinter update mar pinterest unveil beta v api request access scroll page see endpoint list left column httpsdevelopers pinterest comapi_docs update jan since httpsapi pinterest comv give seem move v httpsapi pinterest comv status failure code host generated_at jan message api method not find data null update nov unofficial api documentation httptijn bo ltpinterestapi go along entire website leave link post may come back online still no word pinter developer api status update may pinter still not provide public api people connect api endpoint iphone user agent available ios app update apr thank tijn unofficial version v pinter api doc report read endpoint currently available rss style feed possible within rate limit update apr unofficial facebook group quality info several people ask question post fairly useful response," json, api, mobile, documentation, pinterest"
high frequency trading jvm scala akka,let imagine hypothetical hft system java require low latency lot short live small object somewhat due immutability scala thousand connection per second obscene number message pass around event drive architecture akka amqp expert would hypothetically good tuning jvm type code would make happy would scala akka ready kind system note similar question like one yet find one cover scala idiosyncratic footprint jvm," performance, scala, jvm, akka, low-latency"
